0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
0.7990142,0.13549644,0.7038281,0.47449306,0.50026906,0.5362096,0.95491827,0.72029877,0.6497654,0.67367893,0.09902996,1.3721464,0.01427865,-0.11471623,0.016473174,-0.052087814,0.47519147,0.5465945,1.0307202,0.6634367,0.5327418,0.95518583,0.65718603,0.8301326,0.6654081,0.6607411,0.14465034,1.1158174,0.35976902,0.22176069,0.8221868,0.74916506,0.9980706,0.73165643,0.83955306,0.6538609,1.4291661,1.4458419,1.4880936,0.40455988,0.60384834,0.6365844,0.76732284,0.98492444,1.0341729,0.756771,0.65321314,0.99671996,0.8135642,0.47181338,0.9761433,0.42819032,0.42974564,0.7554562,0.033529162,0.7039598,0.11670497,0.54976654,0.57518494,0.3647985,0.8832631,0.98896646,0.5291574,0.9989269,1.0993589,1.1920438,1.3993684,0.827481,1.446892,0.6299863,0.44314948,0.97510517,1.0527589,1.3060162,0.8623441,0.8901122,0.8609276,0.94082135,0.889753,0.5945668,0.45862606,0.91462743,0.76945573,1.3990645,0.8991361,1.0237228,0.64239466,0.81681466,0.21433121,1.2053527,0.7613533,0.5898639,0.97075975,0.88234365,0.88098115,1.2642269,0.81676567,1.3530083,0.42294925,1.174084,0.8528924,0.91962427,0.69316876,1.0709194,0.79856616,1.2324606,0.5918281,0.67274565,1.378009,1.2809589,0.55296046,0.69443315,0.258334,0.6307923,0.7958423,0.24304688,0.666783,0.2967132,0.48925662,0.80106443,0.6679865,0.8639051,0.45077243,1.1035223,0.37913498,0.49229705,0.58366156,0.47080868,0.9420019,0.609419,0.3926327,0.7040549,-0.012356281,1.0107532,0.87013763,0.85114306,0.978765,1.2880244,0.7212547,1.297217,0.3742485,1.355098,0.57958347,0.35263944,0.50833315,0.3746289,0.9421927,0.50286853,0.48766056,0.55559015,0.34514326,0.038379908,0.5336358,0.15379529,1.0892124,0.91429347,1.1631353,0.70602703,0.98862517,1.2339317,0.76969093,0.49791622,0.7342926,0.71747804,0.6867495,0.35792822,0.7437864,-0.15623188,0.83340913,0.24434428,1.467695,0.45109993,0.74688053,0.3822068,0.063373506,0.7015015,0.45493466,0.75232077,0.6802183,0.41602343,0.81172544,0.62237096,0.6429722,0.8058759,1.1785648,1.1739292,0.34145337,0.99343204,0.6532852,0.061831355,1.1731629,-0.11957386,1.2980396,0.19776365,0.5992944,0.6986371,0.8494629,0.94329095,0.67025346,1.0619164
0.8166424,1.0453885,1.1513283,1.0397594,0.7929198,0.93799835,1.0278738,0.993508,0.5797149,1.2750666,0.66101474,0.6905377,0.8496156,0.25636947,0.72402096,0.28292257,0.4532671,0.54199666,0.93575895,1.2356586,0.8260389,0.6905867,0.6968503,0.61490786,0.76726234,0.8404368,0.28600264,0.8241553,0.47926515,0.98052716,0.7151593,0.7125658,0.44136274,0.839775,0.8519169,0.9867588,0.8586006,0.61102223,0.8612805,1.221959,1.7893016,1.5106459,0.87031686,0.40022078,0.60592794,0.9848484,0.37740695,0.9564853,0.8321513,1.056278,0.46830413,0.7764021,0.41683722,0.42596373,0.6690319,0.40647286,0.53124076,1.0919548,1.1211662,0.45582256,1.0677464,0.929237,1.3417377,0.879467,0.48233086,1.1397681,0.62058485,1.1769466,0.73694974,0.7486468,0.1974904,0.8424302,-0.40611938,0.5749799,-0.1699714,0.9616123,0.21502644,0.4899597,0.14943916,1.0164672,0.23916854,1.1084583,0.5661129,0.32895172,0.4004589,0.8574333,0.31903142,0.55216557,0.4779079,1.3445444,1.195225,0.2391057,1.0051383,0.7417426,0.6969637,0.65679705,1.2599204,0.9159863,0.5013974,1.0681685,1.2947094,1.2849185,0.27808172,0.72120416,0.22756657,0.6112786,0.26086783,1.0365722,0.62344384,1.1065361,0.74267226,1.2769643,0.929167,1.0713017,1.1831055,1.3579729,0.93415236,1.5470483,0.93427086,1.2316643,0.84737736,1.3810303,0.8205876,1.1288235,1.0602473,1.1932957,0.6573498,1.1978264,0.81665885,0.85244447,0.76495683,0.8682288,0.5856039,1.1179931,0.62993217,0.7618774,1.1003252,0.52865404,0.9219203,0.8844396,1.1018337,1.1202607,0.24915183,0.92369354,0.5181643,0.47776484,0.7081062,-0.009877384,1.2368004,0.53869295,1.2975408,1.3529357,1.0202774,0.7300166,0.4778903,1.3062217,0.7228283,0.58372265,0.7940904,1.1261816,1.0358945,0.5724277,1.1164479,0.94497836,1.0772593,0.6672574,0.62910736,0.9633337,0.9787748,1.7984743,1.004673,0.65937465,1.0996575,1.3994086,0.6097049,0.94289744,0.6365852,0.79869586,0.82016927,0.5481223,1.51647,0.1402396,0.8685273,-0.1050013,0.9487452,0.666098,0.7089075,0.73633343,1.1112325,0.7707081,0.64213955,0.8113485,0.6399386,0.5666841,1.020366,0.5542995,1.0004834,0.813543,0.80748045,0.8924116
1.0488491,0.96968263,1.0292257,1.4363127,0.99073184,0.4848835,0.73608494,1.1801324,0.9474057,1.4141474,1.1100183,0.70387495,0.8373949,0.99552417,0.5647782,0.4321767,1.3489537,0.8291979,0.65442574,0.7201905,1.0042737,1.0804247,0.75726354,0.68345857,0.42011514,1.4273069,0.4881221,0.9614097,0.8866079,0.9101127,0.9056785,0.6589663,1.0382491,1.0240974,1.0249007,0.7960789,0.61417633,0.8486277,0.61840594,1.5107162,1.1961638,0.79000735,0.8303325,1.0025256,0.5669101,0.6792545,0.41380075,1.0383352,0.1926713,0.776162,0.16710967,1.012608,0.81015074,0.69816625,0.75445044,0.6529871,0.65763205,1.047995,0.8429464,0.60526264,1.0484883,1.0900042,0.46564677,0.7065227,0.55936635,0.80860937,0.44595262,1.1617546,0.52435815,0.6086389,0.45254722,0.55201834,0.40575022,0.6830414,0.700718,1.0757581,0.962571,1.2821378,0.26199806,0.96624327,0.40124112,0.9753977,0.7582111,0.22533399,0.5183451,0.58139074,0.4457487,0.92187655,0.5682577,0.56917024,0.54153824,1.022709,0.035561144,0.7766068,-0.011034578,0.639817,0.1585257,1.1096318,-0.4496924,0.596964,-0.23361269,0.9014879,-0.7356103,0.92783785,-0.8188433,1.1975586,-0.19151753,0.7808651,-0.06625762,1.057243,0.7777347,1.0015116,0.5142698,1.0971572,0.95546687,1.301177,0.650722,0.53025544,0.62952083,0.23208997,0.6323587,0.6962749,0.81899947,0.49053875,0.8573529,1.037609,0.69435084,0.5774721,0.6066693,0.86048716,0.87669206,0.8310743,0.9277959,1.1731104,0.44706473,1.1369559,1.3820553,1.0888945,0.61628544,0.61444247,0.503484,1.3052015,0.7963706,0.45656547,0.6411489,1.2670652,1.0096803,0.78269285,0.6086974,0.56175566,1.090419,0.5019841,0.7921535,0.74521977,1.0275315,0.20181501,0.72189945,-0.037063718,0.36791885,0.325379,0.08665198,0.8079103,0.38822705,0.77606684,0.7021581,1.112956,1.1516074,0.6824989,0.9200929,0.6839752,1.0992545,0.72921693,1.2563413,1.0279486,0.8906386,0.5560348,0.67903346,0.83109385,0.6571159,0.78162754,0.49281925,0.9604858,0.46959686,0.7825313,0.7749493,1.2946975,1.4288669,1.0870652,0.85760075,1.0598963,0.85253793,0.70460784,1.1142273,1.3017595,1.2249011,1.2484496,1.1491268,1.3007149,0.4969714,1.2169338
1.4694157,0.676509,0.66829705,0.856017,0.9263933,0.873222,0.99854505,0.6111848,0.9733752,0.99340504,1.0267667,1.4304725,1.0164545,0.9223189,0.7801366,0.82392895,0.36807042,0.8657596,0.9104382,1.1464602,1.2118319,1.0454211,0.8809274,1.0771816,1.016408,-0.01797527,0.6151213,-0.12906367,0.027441025,0.33205232,0.0462192,0.82425404,-0.0013932884,0.62069106,0.6981473,1.2606347,1.0053183,0.19022733,1.0046844,0.14041227,0.7632152,0.63936424,0.9313855,0.65385467,0.9539895,0.58118844,1.1414706,0.9046664,2.1235335,1.61133,0.2983475,0.6042539,1.3929399,1.1242812,0.9294466,0.3995419,0.75406396,-0.10079855,0.5936513,0.23672192,0.6809963,0.14199007,0.27405107,0.19239867,0.5512861,0.42359954,0.32323098,0.50796604,0.5042835,0.09424025,0.20438609,0.72177136,0.25934315,0.8225951,0.07769799,0.58854806,0.431391,0.78761435,0.7329028,0.77587837,1.0723264,0.6517534,0.9138149,1.0313743,1.0574764,0.8965514,0.43069175,0.6997283,0.84143126,0.21206689,1.778882,0.696342,0.91117406,0.71834284,0.49066955,0.7751326,0.5440784,1.2896941,0.4331288,1.894875,0.83124197,0.2867415,0.6947119,0.6972154,0.044685423,1.1783245,0.16210888,1.090522,0.13764116,1.1817409,0.3972689,1.2001439,0.3825829,1.0028569,0.9978539,0.9655603,1.0373622,0.797044,0.89277506,0.78854793,0.81543994,0.9600874,1.2152345,0.6635511,1.0723249,0.85610557,0.42735267,1.5718081,0.48485607,1.0137204,0.51415765,0.3681137,0.3908501,-0.04641825,0.79247,-0.097846255,0.5929829,0.9425938,0.9529017,0.97912955,1.0964127,0.7614532,0.9472668,0.79876846,0.9649989,0.45596644,0.862919,0.21285877,0.52818465,0.34838295,0.5755148,0.7448888,0.65172136,0.62432855,0.66331,0.80113566,1.1063176,0.38245976,1.3679329,1.0733293,0.67047405,0.79176277,1.0017796,1.3400921,0.62301064,0.073379695,0.97752506,0.4132866,1.3934851,0.099051595,1.0015056,0.8131348,0.6732826,0.92269367,0.24234277,0.6941712,0.5104498,0.494474,0.6618254,1.2490032,1.0563495,1.1277287,0.78732985,1.0041689,1.502943,0.85433406,0.9828419,0.822037,1.1155219,0.26941544,0.52968067,0.42978847,0.5324288,0.6385505,1.1001527,1.0970728,0.6685662,1.1761651,0.52221906,0.6041098
0.56709445,1.0128076,1.0090235,1.0174654,0.7165556,1.441314,0.9326484,0.44385305,1.090913,0.3318296,0.7298746,0.843253,0.3769806,0.95059764,0.35608667,1.0374191,0.84365034,0.5800226,1.0268686,0.46847957,1.1303501,0.34335646,1.7875916,0.8451482,0.5573133,0.7168595,0.8264818,0.80861634,0.90552527,0.8121107,0.90308946,1.035138,0.71665514,0.52953184,0.25063103,1.0336435,0.7330433,1.0870646,1.1557753,1.0241889,1.2118145,0.7772983,1.4874959,0.9732697,0.42463526,0.6435189,0.11734539,1.2829537,0.112960905,0.7799177,0.31212747,0.6836999,0.959574,0.7701845,1.3462789,1.032388,0.66617215,1.1675379,1.0247488,0.63612986,1.256696,0.601037,1.1947315,1.0051874,1.1705804,1.4041597,0.869184,0.9803614,1.0777627,1.170663,1.0053813,0.9037373,1.1665651,0.87771595,0.8951208,0.8546209,0.62644935,1.5967467,0.23101664,0.72572595,0.52215475,0.901192,0.77788305,0.8058529,0.9060441,0.5348888,0.6889723,0.38157278,1.2505841,0.31808737,1.1363068,0.42938966,0.30534875,0.7745975,0.83678305,0.7580661,0.71386623,0.9010085,0.880612,1.095387,0.74439126,1.1513695,0.9090247,0.39531982,0.6778475,0.36047676,0.9637165,0.87956774,0.9413822,0.69067085,0.7905364,0.5438112,0.9607664,1.3202803,0.9005391,0.8570685,1.1171138,1.4485517,1.0993987,0.95223045,1.2230268,0.507184,1.1005093,0.08994472,0.4050699,0.9776818,0.55275685,0.9097934,0.34921747,1.0187408,0.3921981,0.10883039,0.5167135,-0.6884078,1.2436826,-0.486781,0.9846301,-0.64551497,1.5404689,-0.00285545,0.4930014,0.30383432,0.72522765,0.348346,0.84076124,-0.03525436,0.44693756,0.030031577,0.17224741,-0.02519098,0.84469616,0.10928702,0.7264745,0.9573991,0.90546197,0.9812766,0.9856144,0.66073704,1.2577755,0.41810337,1.2100384,0.5882344,0.4549762,1.2021021,0.33371502,0.77054477,0.97580373,1.0494986,0.68515867,1.2107695,0.81703216,1.089466,0.98267764,1.3488276,0.64382243,0.7004106,1.1783379,0.36260706,0.7472911,0.7996635,1.3751707,0.6278311,0.40658227,0.7233972,0.63903147,1.1407837,1.0795596,0.7323128,0.26233524,1.1622546,0.4906899,0.5180949,0.6633513,0.6594408,0.83458716,0.7560888,1.0288451,0.7062968,1.2040664,0.6937109
1.0388339,0.78987134,0.71684945,1.2585285,1.3381119,0.48745757,0.89625514,0.97296923,1.0335231,0.81656855,0.33837378,0.34000212,0.478781,0.63812506,0.5298925,0.17445034,0.5446101,0.5474427,0.7645142,0.42856172,1.734998,1.0308441,0.5161543,0.52071977,0.48119122,0.78209186,1.1273301,0.8832271,1.3554015,0.4985255,0.9405867,0.34162077,0.58603084,-0.00240314,0.8667173,0.15679045,1.100925,0.07953939,1.4295913,0.3226042,1.0323687,0.4012176,0.90180796,0.12241447,0.6564698,0.4680594,0.91631943,0.5347229,1.2826313,1.049522,0.5192723,0.6696525,0.7875926,1.210765,0.87649673,1.621853,0.6972596,0.9334546,0.6040977,1.0645385,0.633709,1.5037491,0.24578303,1.5443769,0.18482694,0.7620655,-0.3496054,1.4763973,0.24950558,0.8236023,0.84958476,0.95105135,0.99359757,0.9434134,1.0427786,1.4683383,0.6120262,1.0622042,1.5302527,0.79133606,0.8094272,0.5118584,1.1352272,0.50157464,1.3416692,0.62936306,0.40146592,0.63590467,0.2551276,0.7223593,0.41671383,0.46571547,1.1890078,0.7878097,0.7955713,0.20070112,1.1841278,0.516326,0.5924505,0.76970243,0.69512886,0.5291195,1.2088168,0.40597063,0.7338377,0.051126063,1.0121713,0.09576629,0.40952057,0.41295677,0.440444,0.2640374,0.22764054,0.8359864,0.045322806,0.9242648,0.32123294,1.1905961,1.1366421,0.72385097,0.9706707,1.1281182,0.66907954,1.0571872,0.3406496,0.7645203,0.41089493,0.409662,0.5562269,1.03218,0.7861856,0.08970523,0.8688592,0.3407765,1.0940322,0.8157927,1.0672274,1.1596856,0.85574037,1.0010514,1.0222194,1.341247,0.93943757,0.73148745,0.69458425,0.73740226,0.9154581,1.0781729,0.83439946,0.5657522,0.7974232,1.0397694,0.94646275,1.0023373,0.9494952,1.3016013,0.37158084,1.1561147,-0.02033776,1.2855203,-0.23249185,0.8438966,0.49567103,0.73069197,0.7839529,0.99648124,0.21360952,1.0180494,0.582605,1.1623333,0.85560125,1.1661227,0.5857639,1.5338734,0.7796416,0.7931594,0.6590656,0.8592511,0.5560971,0.3931128,1.2970197,1.0146184,1.2110788,1.0828193,0.65594316,0.7988166,0.46114275,1.033267,1.2478509,1.1140112,0.41805625,1.2174541,1.2392762,1.0239594,1.1451144,1.0153252,0.8563755,0.8882799,0.6748711,0.8488631
1.1128588,0.9430744,0.48473194,1.3416146,0.42396468,0.47137645,0.70900685,0.3404431,0.8537913,0.25295246,0.6046343,0.8995685,1.3507024,0.6742722,0.7190836,1.0463464,0.7506865,0.3370121,1.1894584,0.6128848,0.6537001,1.0312344,1.1379881,0.68213665,0.7436355,0.88473135,1.1076186,1.1948291,0.8172373,0.60785455,0.80600464,1.3953931,1.093704,1.2523277,0.34908313,0.78163517,0.84638894,1.3737973,0.70271796,0.350492,0.6768392,0.28261203,0.25217038,0.31672886,0.20951006,0.61033976,0.3164615,1.2025354,0.7984224,0.65967107,1.3546624,0.86577785,1.0890716,0.73599344,0.9468414,1.0970204,1.1407266,1.2813969,1.1403413,0.16822165,0.7369598,0.44168723,0.7665452,0.5009472,0.81715304,0.37152305,0.4962796,0.46303535,0.088817716,0.71512616,0.139353,0.88305396,0.0024057627,0.5950402,0.022262156,0.8928853,-0.031249523,0.9900698,-0.32508644,0.49324638,-0.61846673,0.33133623,-0.4711859,0.9597001,-0.11648098,1.3460118,-0.5341675,0.7346592,-0.15010475,0.6027627,0.020008877,0.50981337,0.7387274,1.0398374,1.373883,0.49201173,0.750653,0.48562768,1.4251132,0.4126605,1.3444481,0.91800714,0.844459,1.2926352,0.75634384,0.64111507,1.3310546,0.9638924,0.60357934,0.76808953,0.83124655,0.62233573,0.5639696,1.0031867,0.97958016,0.77009505,1.29213,0.671753,0.6897375,0.68819654,0.9079121,0.49576417,0.79132193,0.8116045,1.1104783,0.72421587,1.2124151,0.54295784,0.86039335,0.68412,1.0556397,0.70667964,0.7437101,0.84727424,0.64314276,1.7051212,0.9422945,0.7801047,1.1268147,0.6843189,1.1042776,0.6514855,0.8738055,1.2979333,1.1461697,0.7663701,0.04641992,0.9207051,0.12664531,0.51470757,-0.3419027,0.5784551,-0.2683123,0.81518316,-0.036246583,0.8575243,0.1472687,0.83865565,0.047643036,1.0154698,0.31223994,1.39821,0.6994184,1.2424082,0.6774686,0.94294935,0.94257706,1.0687939,0.7453437,1.3349335,1.5991328,0.6400695,0.88140726,0.4083404,0.44041133,0.53266907,0.7810712,0.6265894,1.1753185,0.72338325,1.0214398,0.7350004,0.45138785,1.1241263,0.7113573,0.7056406,0.85413814,0.70881027,1.248107,0.6177816,1.2379493,0.6494065,1.1731923,0.7034816,0.35741794,0.9667934,1.2143767,1.014263,1.671225,0.94894916
0.7217716,1.1083105,1.2441951,0.8063334,0.9298288,1.3050318,1.0571566,1.087503,1.0261505,1.0495955,0.8775449,1.0283298,0.7849467,1.0636964,0.7180105,0.43077123,0.88309926,0.501624,0.9266703,0.7427535,0.76524246,0.43330413,1.0000595,0.90297735,0.7135594,0.24693507,0.7557551,0.85602045,1.5405134,0.557994,1.5085032,0.874597,1.0130849,1.148828,0.6039965,1.3108389,0.5383615,0.95905006,1.0500937,0.46557575,1.1676831,0.10554671,1.5057449,0.1658122,0.23379827,0.525662,0.5170593,0.54164577,0.8796124,0.5506249,1.2170532,0.59596807,0.7608191,0.54648805,0.8936827,0.8044145,0.32167107,0.38778582,0.85464084,0.081504405,1.22286,-0.06448072,1.3471322,0.05834633,0.04415536,1.1335905,0.5349211,0.6976534,1.0019922,0.083529174,1.0416648,0.59319574,0.90811217,1.1665052,0.70582306,0.7651464,0.7270242,0.92911243,1.0315899,1.0607951,1.1683964,1.0201755,0.40820163,0.7926535,0.5962349,0.67550874,0.71931076,0.3645203,0.3626525,0.15003249,1.0010066,1.2049861,0.9445009,1.0616602,0.8600086,1.0707288,0.550586,0.87799263,1.0024157,0.7950251,1.0947888,0.7667175,1.2186018,1.0215484,0.9222988,0.83504945,1.2009643,0.6407039,0.13323611,0.82857543,0.35970336,0.92093945,0.850741,0.70440793,1.0257344,1.551126,0.6074374,0.766249,0.3573008,1.2678764,1.0201731,1.1557299,0.73154783,0.9364715,1.4135101,0.8798566,0.70989,0.37584877,0.8771392,0.80110925,0.84221894,0.4320139,0.87628686,0.55621344,1.2109212,0.55749375,0.88686115,0.858161,0.5675941,1.0703933,0.86292267,1.0470767,0.21301436,0.2210592,0.51527995,0.25457168,0.85484445,0.23080745,0.43897423,0.5019685,1.1556387,0.4922825,1.1591192,1.2259893,0.5282872,1.4040236,0.8288784,1.1505593,1.1693505,1.1996301,0.7739109,0.9277512,1.037365,1.6601177,0.93051004,1.1694646,0.9901696,1.2300671,0.20242864,0.7642515,-0.1197007,0.550748,0.26704723,1.2049878,0.4326721,0.8643608,0.28105655,0.9468887,-0.105080426,0.66043186,0.033768162,0.82048726,1.1450679,0.6190425,0.9344757,0.8351654,0.38207895,0.97214854,0.0009991527,0.9234991,-0.41717392,0.46186104,-0.0020162836,0.7447681,0.1716039,0.72030795,1.1852114,0.98775613,1.404078,0.84448326
1.1225873,0.5029896,0.62365246,0.106619835,0.88431996,0.0988034,0.95887005,-0.15951633,0.36439705,0.425604,1.1373757,0.69580686,0.78081656,0.9266605,1.1276073,0.8834106,0.106921434,1.0543077,0.8408501,0.24919426,1.2502434,0.5448019,0.2763369,0.84984654,0.40295333,0.9824263,0.9284581,1.0229919,0.7304711,0.73016655,0.60062855,1.2128685,0.5935135,0.98403764,0.23411965,1.2242578,0.63576055,1.1783297,1.4582555,1.1752048,0.5126327,1.0020752,1.4412985,0.77897394,0.2730053,1.3111938,0.20062938,1.0513502,0.8000467,0.80555344,0.80807626,0.7983086,1.0971149,0.73737276,1.4383371,0.44821757,0.91889334,0.68427676,0.7337735,0.80861825,0.8428561,0.45684567,1.337645,0.44898862,0.8573748,0.576791,1.1937008,0.87012804,0.8983932,0.9559288,0.8018271,0.8620964,1.046663,0.8715951,0.9680288,1.115546,0.6495707,0.6299496,0.5999795,0.7625451,0.7818751,1.191736,0.85176027,0.97391987,0.71709,1.3327298,0.68418384,1.2605447,0.42521644,1.5817194,0.18663242,1.0462699,1.2088659,1.5911777,0.81726193,0.6817523,1.4907798,0.8429761,0.4692105,0.33614695,0.6363641,0.5950568,0.96492994,0.7610187,0.61962086,0.8508471,1.1144513,0.9077939,0.74678135,0.89334637,1.3169467,0.7599403,1.6122764,0.95400584,0.5538057,0.65639234,1.1048788,0.70457983,1.8090819,1.422513,1.2841951,0.6321234,1.1885891,0.22132152,1.2916247,0.4628721,1.0557929,0.53083485,0.868559,0.28786734,0.8191658,1.0070153,0.6155065,0.62334025,0.55836153,1.2304559,0.84362924,1.3107882,0.98847425,1.1506054,1.176526,0.5172603,0.56495506,0.5080976,0.18394166,0.61656463,0.6536444,0.9889276,0.57942635,1.4102788,1.020205,0.53925836,0.9916746,0.5043205,0.68500197,0.92632836,1.5789688,0.9574823,1.0211059,0.90400034,0.8709138,0.8845746,1.2353191,0.93243855,1.343533,0.8812761,1.2188036,1.2398713,0.95862955,0.83331084,0.8587987,1.2715168,0.9716008,1.0381411,1.4866011,0.6472174,1.2663735,1.1522958,1.3033913,1.0466943,0.7671444,0.8404459,0.9346938,0.88454145,0.93684644,1.0101713,1.0926248,0.61130655,0.7942943,0.74700075,0.28579313,0.8774865,0.36849147,0.7019889,0.48223838,0.7981883,0.57802933,0.48792922,0.93057245,0.33869767
1.1194965,0.83957326,1.1555754,0.5556695,0.4592654,0.4726118,1.0313071,0.94539165,0.59235084,0.6856013,0.6253932,1.0915083,0.362345,0.77189285,0.25151455,0.79306227,0.74869275,0.6499712,0.013810515,0.46056822,0.7421542,0.47702342,0.9173027,0.51418984,1.440953,0.79155385,0.9557141,0.6153817,1.1531949,0.6964653,0.94750226,0.7644013,1.4739249,1.099537,0.91889566,0.8192916,0.7627745,1.382271,0.5890788,0.5248005,0.61235785,0.8332982,0.72783196,0.32039398,0.8838909,0.51415855,0.81210655,0.4684825,1.1203934,0.74350935,0.7876054,0.9876614,1.0866637,1.1907064,0.9012161,1.1102611,0.49792996,1.037681,0.6648762,1.1340244,0.16326028,0.6737019,0.37871808,0.53779924,0.48072308,0.56759053,0.76377034,0.39526913,0.8889582,0.34710023,0.6993143,0.5881467,0.74280447,0.43583834,0.45553634,1.1146259,0.614638,0.7728279,0.87490565,0.8014659,0.70441544,-0.13858914,1.2224476,-0.05420786,1.0466793,0.08150126,0.81732523,0.64819545,0.5742616,0.5239327,0.78650916,0.8018293,0.97132146,1.0995388,0.39760247,0.44284865,1.0454738,0.87445205,1.3587055,0.967764,0.96666086,0.8689261,0.95936733,0.43153945,0.8490059,0.4223874,0.598582,0.3855689,0.5953641,0.30512455,0.61422527,0.48589316,0.78574413,0.75150096,0.41508755,0.6478398,0.56848395,1.2328961,0.47239703,0.5739591,0.629094,0.8000994,1.2358142,1.0595748,0.75436723,0.83389527,0.6791409,1.3504143,1.0777776,0.5484052,1.0618044,0.48356742,0.50933224,0.5107245,0.7590292,0.8794018,1.1560311,1.0518563,0.95132625,0.53714395,0.5390712,0.26706544,0.44006363,0.96688825,0.8956802,0.47063246,0.5904187,1.0074923,0.9649599,0.7595548,0.7677252,0.97208905,0.93108916,0.87361807,1.8383937,0.7530261,0.6018173,0.8300584,0.11090881,1.0406911,0.0089559555,0.8160691,0.2966076,0.91883856,0.33779418,0.9934786,0.94968975,0.85652006,0.56702447,0.42438433,0.708177,0.4504956,1.2046266,0.2618121,0.62875223,0.4115107,0.7547705,0.88837457,0.8224512,1.4148017,1.757199,1.9659281,0.1350627,0.68142396,0.5153388,1.0823073,0.55510724,0.60395426,0.95921934,0.5567807,0.58886373,0.96512425,0.49141315,1.435384,0.2997933,0.6949624,0.21251708,0.21218961,0.71051455,0.6575049
